id,address,style,year,lat,lon
456,107 S Franklin St,Old Style,1887,43.076953,-89.378027
457,1027 E Gorham St,Old Style,1887,43.086763,-89.374158
458,844 E Johnson St,Old Style,1887,43.084364,-89.3768429
459,940 E Johnson St,Flat,1887,43.085516,-89.375202
460,510 E Mifflin St,Apartment,1887,43.079177,-89.380563
461,122 Proudfit St,Old Style,1887,43.0655822,-89.3933566
462,723 W Main St,Old Style,1887,43.065481,-89.394312
463,1133 Rutledge St,Old Style,1887,43.0805239,-89.362143
464,714 Clark Ct,Old Style,1887,43.065427,-89.393582
465,219 N Hamilton St,Old Style,1888,43.078591,-89.383872
466,133 E Gilman St Unit 1,Flat,1888,43.0797533,-89.3864007
467,539 North St,Flat,1888,43.1061679,-89.3509119
468,1120 Chandler St,Flat,1888,43.064531,-89.404968
469,133 E Gilman St Unit 2,Flat,1888,43.0797533,-89.3864007
470,114 S Bedford St,Old Style,1888,43.06749,-89.3909922
471,426 North Lawn Ave,Flat,1888,43.104963,-89.345746
472,648 E Johnson St,Old Style,1888,43.0819199,-89.3803329
473,715 E Gorham St,Flat,1889,43.082783,-89.379825
474,538 W Wilson St,Old Style,1889,43.067307,-89.389282
475,1036 E Gorham St,Old Style,1889,43.087409,-89.374323
476,310 N Livingston St,Flat,1889,43.083348,-89.378533
477,11 W Gilman St,Flat,1889,43.077684,-89.3890179
478,1124 Elizabeth St,Old Style,1889,43.0888261,-89.3735331
479,532 W Wilson St,Flat,1889,43.067431,-89.389106
480,211 N Livingston St,Old Style,1889,43.082994,-89.377275
481,940 E Dayton St,Old Style,1889,43.0849,-89.374284
482,1218 E Mifflin St,Old Style,1889,43.087515,-89.368803
483,1012 E Gorham St,Old Style,1889,43.08681,-89.375078
484,1152 E Johnson St,Flat,1889,43.088306,-89.371249
485,1124 Erin St,Old Style,1889,43.060194,-89.40514
486,401 N Ingersoll St,Modern two story,1889,43.0878749,-89.373529
487,15 N Webster St,Flat,1889,43.076754,-89.382406
488,732 E Johnson St,Old Style,1889,43.082861,-89.378988
489,1128 E Gorham St,Flat,1889,43.088489,-89.372783
490,303 N Franklin St,Old Style,1889,43.080287,-89.382475
491,221 N Pinckney St,Flat,1889,43.077697,-89.385498
492,512 E Main St,Old Style,1889,43.077533,-89.378358
493,111 N Franklin St,Bungalow,1889,43.079236,-89.3808449
494,512 S Orchard St,Bungalow,1889,43.061651,-89.407251
495,539 W Mifflin St,Flat,1889,43.069927,-89.392764
496,1110 Emerald St,Flat,1889,43.061145,-89.404604
497,749 E Gorham St,Old Style,1889,43.0835859,-89.378816
498,401 E Johnson St,Flat,1889,43.079502,-89.382833
499,435 W Mifflin St,Old Style,1889,43.071199,-89.390809
500,126 N Franklin St,Old Style,1889,43.079214,-89.381763
501,425 Troy Dr,Flat,1889,43.133374,-89.391808
502,1043 Jenifer St,Old Style,1889,43.080897,-89.365357
503,26 N Franklin St,Flat,1889,43.078492,-89.380777
504,829 Jenifer St,Old Style,1889,43.078156,-89.369401
505,818 O'Sheridan St,Old Style,1889,43.057979,-89.3850269
506,742 E Johnson St,Old Style,1889,43.083049,-89.378718
507,8 N Bassett St,Flat,1889,43.0702553,-89.3912289
508,1041 Jenifer St,Old Style,1889,43.080802,-89.365492
509,145 N Butler St,Old Style,1889,43.078815,-89.383398
510,939 Williamson St,Old Style,1889,43.080193,-89.368142
511,506 W Washington Ave,Flat,1889,43.070124,-89.391177
512,301 N Livingston St,Old Style,1889,43.083422,-89.377921
513,1233 Jenifer St,Old Style,1889,43.083131,-89.362193
514,413 S Park St,Old Style,1889,43.062579,-89.4004269
515,407 E Johnson St,Flat,1889,43.079628,-89.382651
516,921 Jenifer St,Old Style,1889,43.079138,-89.367857
517,309 N Livingston St,Flat,1889,43.0836619,-89.378061
518,917 Lawrence St,Old Style,1889,43.057526,-89.385103
519,1211 Spaight St,Old Style,1889,43.082042,-89.361946
520,111 N Bassett St,Flat,1889,43.071377,-89.391993
521,1135 Jenifer St,Old Style,1889,43.081937,-89.363876
522,1029 Emerald St,Old Style,1889,43.0606409,-89.403629
523,1151 Jenifer St,Old Style,1889,43.082326,-89.363443
524,136 Proudfit St,Old Style,1889,43.065216,-89.393089
525,1212 Williamson St,Old Style,1889,43.083734,-89.364183
526,321 S Henry St,Flat,1889,43.0700707,-89.3834599
527,1025 E Gorham St,Old Style,1889,43.0867,-89.374242
528,820 E Johnson St,Flat,1889,43.0836023,-89.3776346
529,136 N Franklin St,Old Style,1889,43.07942,-89.382033
530,119 S Butler St,Flat,1889,43.075562,-89.379201
531,808 O'Sheridan St,Old Style,1889,43.057985,-89.385225
532,1044 Spaight St,Flat,1889,43.080613,-89.365048
533,223 Potter St,Old Style,1889,43.054899,-89.386483
534,1023 Jenifer St,Victorian georgian regency,1889,43.08041,-89.366047
535,151 W Gilman St,Flat,1889,43.076063,-89.391279
536,135 W Gilman St,Flat,1889,43.076367,-89.390708
537,890 Woodrow St,Old Style,1889,43.056679,-89.424442
538,1853 E Main St,Old Style,1889,43.090308,-89.3591749
539,1344 Jenifer St,Old Style,1889,43.085087,-89.360483
540,526 S Orchard St,Old Style,1889,43.0611869,-89.407247
541,1201 Elizabeth St,Old Style,1889,43.089121,-89.371762
542,1120 Jenifer St,Old Style,1889,43.082014,-89.364841
543,314 N Paterson St,Old Style,1889,43.084703,-89.376852
544,207 N Livingston St,Old Style,1889,43.082863,-89.377104
545,209 Merry St,Old Style,1889,43.089847,-89.358383
546,1037 E Gorham St,Old Style,1889,43.087013,-89.373804
547,1149 Williamson St,Townhouse,1889,43.082887,-89.364373
548,1032 E Gorham St,Old Style,1889,43.087283,-89.374502
549,1318 Spaight St,Old Style,1889,43.083811,-89.360507
550,1316 Jenifer St,Old Style,1889,43.084587,-89.361188
551,1342 Jenifer St,Old Style,1889,43.085022,-89.360567
552,1242 Spaight St,Flat,1889,43.083058,-89.36158
553,1246 Spaight St,Old Style,1889,43.083152,-89.361463
554,937 Williamson St,Flat,1889,43.0801299,-89.368231
555,918 Emerald St,Bungalow,1889,43.061304,-89.4015809
556,629 N Frances St,Flat,1889,43.0768879,-89.395081
557,212 W Gilman St,Flat,1889,43.0759383,-89.3922209
558,24 N Butler St,Flat,1890,43.077243,-89.382255
559,702 South Point Rd,Modern two story,1890,43.048898,-89.556252
560,930 E Dayton St,Old Style,1890,43.08465,-89.374641
561,2415 Joss Ct,Cape Cod,1890,43.0699539,-89.4280162
562,1113 Williamson St,Old Style,1890,43.082205,-89.365428
563,121 E Johnson St,Flat,1890,43.0780109,-89.384836
564,201 S Baldwin St,Old Style,1890,43.085867,-89.363857
565,317 N Baldwin St,Old Style,1890,43.090114,-89.3696071
566,4401 Westport Rd,Old Style,1890,43.144354,-89.396682
567,807 Oakland Ave,Flat,1890,43.067284,-89.412879
568,15 N Bassett St,Flat,1890,43.0706429,-89.391025
569,1143 Williamson St,Old Style,1890,43.082769,-89.364485
570,1245 Spaight St,Flat,1890,43.082729,-89.360974
571,9001 Old Sauk Rd,Old Style,1890,43.0747611,-89.5421773
572,122 E Dayton St,Flat,1890,43.077688,-89.384561
573,509 E Gorham St,Old Style,1890,43.080821,-89.38279
574,205 Buell St,Old Style,1890,43.090432,-89.357891
575,139 S Hancock St,Flat,1890,43.075825,-89.377831
576,1241 Spaight St,Flat,1890,43.082666,-89.361063
577,4934 Paul Ave,Old Style,1890,43.038171,-89.46338
578,1143 E Gorham St,Old Style,1890,43.088415,-89.371905
579,314 N Hamilton St,Old Style,1890,43.0797,-89.384235
580,209 Buell St,Old Style,1890,43.090374,-89.35768
581,156 Proudfit St,Old Style,1890,43.0648065,-89.3923433
582,138 S Franklin St,Old Style,1890,43.076012,-89.3775579
583,1007 E Johnson St,Flat,1890,43.085758,-89.373788
584,39 N Randall Ave,Flat,1890,43.069051,-89.40865
585,2500 Waunona Way,Old Style,1890,43.04997,-89.352917
586,1310 E Washington Ave,Flat,1890,43.087831,-89.366165
587,616 S Mills St,Flat,1890,43.0602639,-89.404319
588,1009 Lake Ct,Old Style,1890,43.055635,-89.386709
589,423 W Mifflin St,Flat,1890,43.071511,-89.3903629
590,403 E Johnson St,Flat,1890,43.079565,-89.3827419
591,1339 E Johnson St,Old Style,1890,43.090184,-89.36751
592,14 S Bassett St,Old Style,1890,43.0695544,-89.3902765
593,1308 E Dayton St,Old Style,1890,43.089182,-89.368165
594,4712 Spaanem Ave,Flat,1890,43.072849,-89.3154714
595,1303 W Dayton St,Flat,1890,43.0709268,-89.4077765
596,314 N Blount St,Old Style,1890,43.082247,-89.380498
597,214 N Brearly St,Old Style,1890,43.085286,-89.374196
598,851 Jenifer St,Victorian georgian regency,1890,43.078549,-89.368809
599,107 N Blair St,Flat,1890,43.0797266,-89.3799557
600,110 Talmadge St,Old Style,1890,43.097573,-89.346495
601,723 Jenifer St,Flat,1890,43.076986,-89.3718279
602,965 Lawrence St,Old Style,1890,43.056451,-89.385114
603,1045 E Wilson St,Old Style,1890,43.082203,-89.3670719
604,824 Spaight St,Old Style,1890,43.077966,-89.369339
605,217 N Pinckney St,Flat,1890,43.077618,-89.3853929
606,118 E Dayton St,Flat,1890,43.0776309,-89.384642
607,3902 Odana Rd,Old Style,1890,43.051353,-89.44394
608,411 Engelhart Dr,Old Style,1890,43.02747,-89.378099
609,1018 Erin St,Old Style,1890,43.060158,-89.403126
610,5328 Lake Mendota Dr,Bungalow,1890,43.081763,-89.470198
611,2115 Kendall Ave,Old Style,1890,43.071616,-89.422236
612,2122 Rusk St,Flat,1890,43.09465,-89.352122
613,426 W Washington Ave,Flat,1890,43.07106,-89.390112
614,711 S Baldwin St,Flat,1890,43.082323,-89.359278
615,207 N Dickinson St,Flat,1890,43.0906499,-89.366669
616,4435 Westport Rd,Old Style,1890,43.1442307,-89.3972706
617,1235 E Johnson St,Old Style,1890,43.088812,-89.369478
618,1247 E Dayton St,Old Style,1890,43.088509,-89.36823
619,150 Talmadge St,Old Style,1890,43.096329,-89.346548
620,702 Troy Dr,Flat,1890,43.1339633,-89.3871481
621,1130 Jenifer St,Old Style,1890,43.082202,-89.364566
622,629 Woodward Dr,Victorian georgian regency,1890,43.129837,-89.386342
623,917 E Johnson St,Old Style,1890,43.08466,-89.375345
624,1332 E Dayton St,Flat,1890,43.089731,-89.367442
625,205 Merry St,Flat,1890,43.089968,-89.358493
626,1121 Williamson St,Old Style,1890,43.082279,-89.365181
627,109 S Hancock St,Flat,1890,43.076458,-89.378662
628,141 S Hancock St,Flat,1890,43.075748,-89.377731
629,120 N Blount St,Old Style,1890,43.081066,-89.378952
630,1312 E Wilson St,Bungalow,1890,43.085581,-89.363178
631,216 Schley Pass,Old Style,1890,43.085756,-89.363193
632,2101 Muir Field Rd,Old Style,1890,43.030597,-89.5079305
633,706 S Baldwin St,Old Style,1890,43.0821716,-89.3598054
634,925 Jenifer St,Old Style,1890,43.07923,-89.3677249
635,1614 Mendota St,Ranch,1890,43.119964,-89.323305
636,1906 Madison St,Old Style,1890,43.063968,-89.4173129
637,450 W Gilman St,Apartment,1890,43.07383,-89.395386
638,4214 Odana Rd,Old Style,1890,43.051011,-89.446639
639,423 N Paterson St,Old Style,1891,43.085785,-89.377422
640,112 W Wilson St,Flat,1891,43.0715046,-89.3828164
641,1628 Winnebago St,Old Style,1891,43.0890201,-89.357775
642,515 W Wilson St,Flat,1891,43.0673109,-89.388055
643,445 W Doty St,Old Style,1891,43.06875,-89.388105
644,405 E Washington Ave,Old Style,1891,43.077419,-89.3797699
645,22 S Franklin St,Flat,1891,43.077211,-89.379054
646,106 W Wilson St,Flat,1891,43.071728,-89.383022
647,425 N Paterson St,Old Style,1891,43.085851,-89.377509
648,1511 Chandler St,Old Style,1891,43.063892,-89.411424
649,410 W Olin Ave,Old Style,1891,43.054197,-89.389524
650,4312 Buckeye Rd,Old Style,1891,43.076469,-89.318762
651,1335 Rutledge St,Flat,1892,43.08311,-89.358649
652,947 E Gorham St,Flat,1892,43.0861393,-89.3755557
653,1101 Rutledge St,Victorian georgian regency,1892,43.07991,-89.363107
654,210 N Livingston St Unit 1,Garden,1892,43.0826149,-89.377636
655,1214 Rutledge St,Bungalow,1892,43.081843,-89.361518
656,414 N Henry St,Flat,1892,43.07566,-89.391476
657,1105 Rutledge St,Old Style,1892,43.079968,-89.363016
658,521 W Wilson St,Old Style,1892,43.067195,-89.388279
659,2604 Waunona Way,Old Style,1892,43.049508,-89.355101
660,143 N Butler St,Flat,1892,43.078752,-89.383315
661,1010 Whittier St,Old Style,1892,43.0556187,-89.394066
662,2415 Kendall Ave,Old Style,1892,43.071104,-89.427886
663,317 E Gorham St,Flat,1892,43.079868,-89.384191
664,221 Jackson St,Old Style,1892,43.094443,-89.348196
665,1144 Spaight St,Tudor,1892,43.081876,-89.363256
666,1709 Erie Ct,Townhouse,1892,43.103104,-89.363407
667,1107 Elizabeth St,Old Style,1892,43.088273,-89.373642
668,737 E Johnson St,Old Style,1892,43.082593,-89.378295
669,435 N Paterson St,Colonial,1892,43.086256,-89.377984
670,210 N Livingston St Unit 2,Garden,1892,43.0826149,-89.377636
671,204 Buell St,Old Style,1892,43.090179,-89.358233
672,215 E Mifflin St,Flat,1892,43.077252,-89.382505
673,512 W Doty St,Old Style,1892,43.068527,-89.389346
674,3702 Hillcrest Dr,Flat,1893,43.064537,-89.4365849
675,411 N Brearly St,Old Style,1893,43.086814,-89.375487
676,133 S Brittingham Pl,Old Style,1893,43.064433,-89.3934249
677,938 E Johnson St,Old Style,1893,43.085438,-89.375317
678,206 S First St,Flat,1893,43.090495,-89.357296
679,24 E Gorham St,Flat,1893,43.078295,-89.387257
680,229 Merry St,Old Style,1893,43.089456,-89.357857
681,1116 Chandler St,Flat,1893,43.064466,-89.404745
682,1015 Emerald St,Flat,1893,43.060643,-89.4031229
683,21 N Franklin St,Flat,1893,43.0786019,-89.380133
684,1229 Jenifer St,Old Style,1893,43.083068,-89.3622819
685,115 N Blair St,Old Style,1893,43.079991,-89.380135
686,713 W Olin Ave,Old Style,1893,43.053708,-89.394564
687,824 Jenifer St,Old Style,1894,43.078303,-89.3701169
688,219 S Bedford St,Flat,1894,43.067055,-89.389731
689,1320 Drake St,Flat,1894,43.062357,-89.408101
690,1034 E Gorham St,Old Style,1894,43.0873459,-89.374412
691,319 E Johnson St,Flat,1894,43.07923,-89.3831639
692,936 Williamson St,Old Style,1894,43.080468,-89.368821
693,536 W Wilson St,Old Style,1894,43.0673699,-89.389195
694,1231 E Dayton St,Old Style,1894,43.088076,-89.368717
695,2809 Sommers Ave,Bungalow,1894,43.092839,-89.3430829
696,1147 E Gorham St,Flat,1894,43.088512,-89.371768
697,842 Prospect Pl,Old Style,1894,43.085641,-89.378765
698,1138 Williamson St,Old Style,1894,43.083041,-89.3651639
699,1508 Williamson St,Bungalow,1894,43.0876469,-89.359207
700,1114 Jenifer St,Old Style,1894,43.0818889,-89.36502
701,1312 Jenifer St,Bungalow,1894,43.0844669,-89.36136
702,1118 Jenifer St,Old Style,1894,43.0819509,-89.364931
703,19 N Franklin St,Townhouse,1894,43.078535,-89.380044
704,1052 E Gorham St,Victorian georgian regency,1894,43.087694,-89.37392
705,1331 Williamson St,Old Style,1894,43.085033,-89.361271
706,1208 Drake St,Flat,1894,43.06236,-89.406226
707,2003 Adams St,Old Style,1894,43.061614,-89.416281
708,1720 Vilas Ave,Victorian georgian regency,1894,43.063287,-89.413017
709,1311 Jenifer St,Old Style,1894,43.083946,-89.361032
710,502 S Mills St,Flat,1894,43.061883,-89.404344
711,1314 Jenifer St,Victorian georgian regency,1894,43.084527,-89.361278
712,215 S Bassett St,Flat,1894,43.068353,-89.3880159
713,1311 E Wilson St,Bungalow,1894,43.085258,-89.362756
714,552 W Doty St,Flat,1894,43.067709,-89.390502
715,535 W Mifflin St,Flat,1894,43.069924,-89.392611
716,1315 Drake St,Flat,1894,43.061744,-89.407584
717,1416 Jenifer St,Old Style,1894,43.085778,-89.359504
718,312 N Blair St,Flat,1894,43.080847,-89.382263
719,531 W Mifflin St,Old Style,1894,43.069985,-89.392523
720,135 N Hancock St,Old Style,1894,43.079218,-89.3822859
721,211 N Few St,Old Style,1894,43.088043,-89.370102
722,18 N Bassett St,Old Style,1894,43.070523,-89.391587
723,313 N Livingston St,Old Style,1894,43.083718,-89.378306
724,146 S Hancock St Unit 2,Garden,1894,43.0754561,-89.3778101
725,610 Hudson Ave,Old Style,1894,43.090657,-89.345437
726,503 W Washington Ave,Flat,1894,43.069732,-89.390589
727,2814 Lakeland Ave,Flat,1894,43.090184,-89.3429249
728,535 W Washington Ave,Flat,1894,43.069032,-89.391381
729,201 N Pinckney St,Flat,1894,43.077252,-89.3849089
730,1054 Jenifer St,Victorian georgian regency,1894,43.081446,-89.3656479
731,609 S Few St,Old Style,1894,43.081824,-89.362009
732,1037 Jenifer St,Old Style,1894,43.080739,-89.365581
733,1504 Williamson St,Old Style,1894,43.087585,-89.359294
734,1035 Jenifer St,Old Style,1894,43.080659,-89.365689
735,9 N Hancock St,Flat,1894,43.077863,-89.380597
736,23 N Webster St,Old Style,1894,43.076911,-89.382721
737,348 W Wilson St,Flat,1894,43.069687,-89.385915
738,1718 Madison St,Old Style,1894,43.065316,-89.415275
739,1203 Chandler St,Flat,1894,43.063982,-89.405865
740,1102 Grant St,Old Style,1894,43.063211,-89.414038
741,1915 Adams St,Old Style,1894,43.062085,-89.415569
742,2006 Jefferson St,Old Style,1894,43.06255,-89.417689
743,14 N Bassett St,Flat,1894,43.0703869,-89.391408
744,1005 Grant St,Flat,1894,43.064074,-89.414169
745,431 N Frances St,Flat,1894,43.074126,-89.39552
746,1022 Mound St,Flat,1894,43.065586,-89.403808
747,1135 Vilas Ave,Flat,1894,43.062881,-89.405411
748,312 S Park St,Old Style,1894,43.0637852,-89.4010788
749,1714 Adams St,Flat,1894,43.064147,-89.413492
750,447 W Washington Ave,Old Style,1894,43.070096,-89.390052
751,933 E Johnson St,Old Style,1894,43.085036,-89.374809
752,612 S Mills St,Old Style,1894,43.060472,-89.404406
753,407 W Gorham St,Flat,1894,43.0740407,-89.3926196
754,1036 Emerald St,Flat,1894,43.061184,-89.403807
755,1345 Williamson St,Flat,1894,43.085348,-89.360826
756,16 S Broom St,Flat,1894,43.070807,-89.388492
757,10 S Bassett St,Flat,1894,43.0696261,-89.3903716
758,112 S Broom St,Old Style,1894,43.0700267,-89.3874654
759,1204 Drake St,Flat,1894,43.062361,-89.406059
760,920 Erin St,Old Style,1894,43.060164,-89.401579
761,931 E Johnson St,Old Style,1894,43.084975,-89.374898
762,140 Proudfit St,Old Style,1894,43.065163,-89.39281
763,1030 Emerald St,Flat,1894,43.061295,-89.403576
764,1408 E Dayton St,Old Style,1894,43.090489,-89.366367
765,1329 Williamson St,Old Style,1894,43.08497,-89.36136
766,1328 Williamson St,Old Style,1894,43.085056,-89.362315
767,625 Emerson St,Modern two story,1894,43.054719,-89.393196
768,1319 E Dayton St,Old Style,1894,43.089089,-89.367277
769,543 W Washington Ave,Flat,1894,43.068846,-89.391645
770,115 Ely Pl,Victorian georgian regency,1894,43.071174,-89.418118
771,725 E Gorham St,Old Style,1894,43.083005,-89.379508
772,1207 E Dayton St,Old Style,1894,43.087586,-89.369413
773,1507 Williamson St,Flat,1894,43.087304,-89.358737
774,313 S Henry St,Old Style,1894,43.0702636,-89.3836833
775,420 W Doty St,Old Style,1894,43.069595,-89.3878359
776,1143 E Johnson St,Victorian georgian regency,1894,43.087714,-89.371019
777,424 W Doty St,Old Style,1894,43.069533,-89.387924
778,1114 E Johnson St,Victorian georgian regency,1894,43.087706,-89.372451
779,1342 E Dayton St,Old Style,1894,43.089922,-89.367169
780,1130 E Gorham St,Old Style,1894,43.088566,-89.37268
781,1380 Williamson St,Old Style,1894,43.085676,-89.361435
782,734 E Dayton St,Flat,1894,43.0822999,-89.3779969
783,147 N Hancock St,Flat,1894,43.079461,-89.3826069
784,143 N Hancock St,Old Style,1894,43.079411,-89.382541
785,117 N Butler St,Flat,1894,43.078255,-89.382659
786,207 N Hamilton St,Flat,1894,43.078032,-89.383795
787,144 S Hancock St Unit 1,Garden,1894,43.0754455,-89.3778323
788,200 Marion St,Old Style,1894,43.071004,-89.394991
789,924 W Dayton St,Old Style,1894,43.07119,-89.401984
790,1215 Vilas Ave,Flat,1894,43.062796,-89.406308
791,1034 Spaight St,Flat,1894,43.08039,-89.365364
792,319 N Pinckney St,Flat,1894,43.0782678,-89.3862
793,604 Emerson St,Flat,1894,43.055352,-89.392053
794,302 Van Deusen St,Flat,1894,43.054454,-89.387112
795,117 W Gorham St,Townhouse,1894,43.076079,-89.389327
796,1008 Jenifer St,Old Style,1894,43.080484,-89.367017
797,901 Jenifer St,Victorian georgian regency,1894,43.078824,-89.368482
798,943 Williamson St,Old Style,1894,43.080306,-89.368116
799,1909 Jefferson St,Old Style,1894,43.062857,-89.41618
800,1210 South St,Old Style,1894,43.0539921,-89.3973956
801,740 Jenifer St,Old Style,1894,43.077652,-89.37175
802,721 W Olin Ave,Old Style,1894,43.053711,-89.3949389
803,809 W Olin Ave,Old Style,1894,43.0537459,-89.395742
804,304 N Carroll St,Apartment,1894,43.0760454,-89.3885036
805,137 E Gorham St,Flat,1894,43.078998,-89.385185
806,2332 Monroe St,Old Style,1894,43.060138,-89.4249789
807,2032 E Main St,Flat,1894,43.094161,-89.355431
808,1204 Vilas Ave,Flat,1894,43.063363,-89.405842
